Unnamed: 0,case_id,file_id,file_type_id,company_name,date,field_id,gold_from_type,gold_from,gold_page_id,gold_value,template_match,template_page_id,template_value,model_match,model_page_id,model_value,ensemble_match,ensemble_page_id,ensemble_value
31,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2018,E_BS_87,Table,CONSOLIDATED BALANCE SHEETS,43.0,8784.0,False,,,False,,,False,,
32,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2018,E_BS_87,Table,Term Debt,59.0,-8784.0,False,,,False,,,False,,
33,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2018,E_BS_92,Table,CONSOLIDATED BALANCE SHEETS,43.0,93735.0,False,,,False,,,False,,
34,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2018,E_BS_92,Table,Term Debt,59.0,93735.0,False,,,False,,,False,,
35,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2018,E_BS_92,Table,Selected Financial Data,24.0,93735.0,False,,,False,,,False,,
36,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2018,E_BS_104,Table,CONSOLIDATED BALANCE SHEETS,43.0,107147.0,False,,,False,,,False,,
37,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2018,E_BS_104,Table,CONSOLIDATED STATEMENTS OF SHAREHOLDERS’ EQUITY,44.0,107147.0,False,,,False,,,False,,
38,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2018,E_BS_115,,,,,False,33.0,14473.0,True,,,False,33.0,14473.0
39,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2018,E_BS_117,,,,,True,,,True,,,True,,
40,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2018,E_BS_4,,,,,True,,,True,,,True,,
41,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2018,E_BS_5,Table,CONSOLIDATED BALANCE SHEETS,43.0,23186.0,False,,,False,,,False,,
42,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2018,E_BS_6,,,,,True,,,True,,,True,,
43,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2018,E_BS_7,Table,CONSOLIDATED BALANCE SHEETS,43.0,25809.0,True,43.0,25809.0,False,,,True,43.0,25809.0
44,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_1,Table,CONSOLIDATED STATEMENTS OF OPERATIONS,41.0,229234.0,False,24.0,229234.0,False,,,False,24.0,229234.0
45,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_1,Table,Selected Financial Data,24.0,229234.0,True,24.0,229234.0,False,,,True,24.0,229234.0
46,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_1,Table,Gross Margin,29.0,229234.0,False,24.0,229234.0,False,,,False,24.0,229234.0
47,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_1,Table,Segment Information and Geographic Data,66.0,229234.0,False,24.0,229234.0,False,,,False,24.0,229234.0
48,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_1,Table,Segment Information and Geographic Data,67.0,229234.0,False,24.0,229234.0,False,,,False,24.0,229234.0
49,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_2,Table,CONSOLIDATED STATEMENTS OF OPERATIONS,41.0,141048.0,False,29.0,141048.0,False,,,False,29.0,141048.0
50,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_2,Table,Gross Margin,29.0,141048.0,True,29.0,141048.0,False,,,True,29.0,141048.0
51,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_3,,,,,True,,,True,,,True,,
52,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_4,,,,,True,,,True,,,True,,
53,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_5,Table,CONSOLIDATED STATEMENTS OF OPERATIONS,41.0,88186.0,False,29.0,88186.0,False,,,False,29.0,88186.0
54,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_5,Table,Gross Margin,29.0,88186.0,True,29.0,88186.0,False,,,True,29.0,88186.0
55,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_11,,,,,True,,,True,,,True,,
56,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_12,,,,,True,,,True,,,True,,
57,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_21,Table,"Other Income/(Expense), Net",30.0,-2323.0,True,30.0,-2323.0,False,,,True,30.0,-2323.0
58,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_21,Table,"Other Income/(Expense), Net",55.0,-2323.0,False,30.0,-2323.0,False,,,False,30.0,-2323.0
59,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_37,Table,CONSOLIDATED STATEMENTS OF OPERATIONS,41.0,15738.0,False,,,False,,,False,,
60,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_37,Table,Provision for Income Taxes,31.0,15738.0,False,,,False,,,False,,
61,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_37,Table,Provision for Income Taxes and Effective Tax Rate,56.0,15738.0,False,,,False,,,False,,
62,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_38,Table,CONSOLIDATED STATEMENTS OF OPERATIONS,41.0,48351.0,False,24.0,48351.0,False,,,False,24.0,48351.0
63,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_38,Table,Selected Financial Data,24.0,48351.0,True,24.0,48351.0,False,,,True,24.0,48351.0
64,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_38,Table,CONSOLIDATED STATEMENTS OF COMPREHENSIVE INCOME,42.0,48351.0,False,24.0,48351.0,False,,,False,24.0,48351.0
65,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_38,Table,CONSOLIDATED STATEMENTS OF SHAREHOLDERS’ EQUITY,44.0,48351.0,False,24.0,48351.0,False,,,False,24.0,48351.0
66,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_38,Table,CONSOLIDATED STATEMENTS OF CASH FLOWS,45.0,48351.0,False,24.0,48351.0,False,,,False,24.0,48351.0
67,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_38,Table,Earnings Per Share,48.0,48351.0,False,24.0,48351.0,False,,,False,24.0,48351.0
68,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_39,,,,,True,,,True,,,True,,
69,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_PL_43,,,,,True,,,True,,,True,,
70,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_BS_2,Table,CONSOLIDATED BALANCE SHEETS,43.0,128645.0,True,43.0,128645.0,False,,,True,43.0,128645.0
71,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_BS_60,Table,CONSOLIDATED BALANCE SHEETS,43.0,241272.0,True,43.0,241272.0,False,,,True,43.0,241272.0
72,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_BS_61,Table,CONSOLIDATED BALANCE SHEETS,43.0,100814.0,True,43.0,100814.0,False,,,True,43.0,100814.0
73,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_BS_62,Table,CONSOLIDATED BALANCE SHEETS,43.0,11977.0,False,33.0,11977.0,False,,,False,33.0,11977.0
74,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_BS_62,Table,Liquidity and Capital Resources,33.0,11977.0,True,33.0,11977.0,False,,,True,33.0,11977.0
75,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_BS_87,Table,CONSOLIDATED BALANCE SHEETS,43.0,6496.0,False,,,False,,,False,,
76,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_BS_87,Table,Term Debt,59.0,-6496.0,False,,,False,,,False,,
77,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_BS_92,Table,CONSOLIDATED BALANCE SHEETS,43.0,97207.0,False,,,False,,,False,,
78,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_BS_92,Table,Term Debt,59.0,97207.0,False,,,False,,,False,,
79,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_BS_92,Table,Selected Financial Data,24.0,97207.0,False,,,False,,,False,,
80,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_BS_104,Table,CONSOLIDATED BALANCE SHEETS,43.0,134047.0,False,,,False,,,False,,
81,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_BS_104,Table,CONSOLIDATED STATEMENTS OF SHAREHOLDERS’ EQUITY,44.0,134047.0,False,,,False,,,False,,
82,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_BS_115,,,,,False,33.0,27831.0,True,,,False,33.0,27831.0
83,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_BS_117,,,,,True,,,True,,,True,,
84,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_BS_4,,,,,True,,,True,,,True,,
85,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_BS_5,Table,CONSOLIDATED BALANCE SHEETS,43.0,17874.0,False,,,False,,,False,,
86,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_BS_6,,,,,True,,,True,,,True,,
87,-3917355044621153123,-3917355044621153123,AR,APPLE INC. AR 2018.json,2017,E_BS_7,Table,CONSOLIDATED BALANCE SHEETS,43.0,17799.0,True,43.0,17799.0,False,,,True,43.0,17799.0
0,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_1,Table,CONSOLIDATED STATEMENTS OF COMPREHENSIVE INCOME,175.0,371092421.0,False,9.0,371092.4,False,,,False,9.0,371092.4
1,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_1,Table,Condensed Consolidated Statement of Comprehensive Income,126.0,371092421.0,False,9.0,371092.4,False,,,False,9.0,371092.4
2,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_1,Table,Executive Summary,9.0,371092.4,True,9.0,371092.4,False,,,True,9.0,371092.4
3,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_1,Table,b. Revenue from major products and services,269.0,371092421.0,False,9.0,371092.4,False,,,False,9.0,371092.4
4,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_1,Table,c. Geographical information,269.0,371092421.0,False,9.0,371092.4,False,,,False,9.0,371092.4
5,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_2,Table,CONSOLIDATED STATEMENTS OF COMPREHENSIVE INCOME,175.0,309929371.0,False,,,False,,,False,,
6,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_2,Table,5.2.5 Production of the Group in the Most Recent Two Fiscal Years,107.0,309929371.0,False,,,False,,,False,,
7,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_3,,,,,True,,,True,,,True,,
8,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_4,,,,,True,,,True,,,True,,
9,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_5,Table,CONSOLIDATED STATEMENTS OF COMPREHENSIVE INCOME,175.0,61163050.0,False,9.0,61163.1,False,,,False,9.0,61163.1
10,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_5,Table,Condensed Consolidated Statement of Comprehensive Income,126.0,61163050.0,False,9.0,61163.1,False,,,False,9.0,61163.1
11,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_5,Table,Executive Summary,9.0,61163.1,True,9.0,61163.1,False,,,True,9.0,61163.1
12,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_11,Table,CONSOLIDATED STATEMENTS OF CASH FLOWS,179.0,40286453.0,False,,,False,,,False,,
13,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_11,Table,d. Depreciation and amortization,241.0,40286453.0,False,,,False,,,False,,
14,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_12,Table,CONSOLIDATED STATEMENTS OF CASH FLOWS,179.0,2402450.0,False,,,False,,,False,,
15,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_12,Table,d. Depreciation and amortization,241.0,2402450.0,False,,,False,,,False,,
16,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_21,Table,CONSOLIDATED STATEMENTS OF COMPREHENSIVE INCOME,175.0,-3568241.0,False,241.0,32355.0,False,,,False,241.0,32355.0
17,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_21,Table,PROFIT BEFORE INCOME TAX,241.0,3568241.0,False,241.0,32355.0,False,,,False,241.0,32355.0
18,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_21,Table,CONSOLIDATED STATEMENTS OF CASH FLOWS,179.0,3568241.0,False,241.0,32355.0,False,,,False,241.0,32355.0
19,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_37,Table,CONSOLIDATED STATEMENTS OF COMPREHENSIVE INCOME,175.0,5583599.0,False,,,False,,,False,,
20,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_37,Table,INCOME TAX,243.0,5583599.0,False,,,False,,,False,,
21,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_38,Table,CONSOLIDATED STATEMENTS OF COMPREHENSIVE INCOME,176.0,25262356.0,False,9.0,26463.8,False,,,False,9.0,26463.8
22,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_38,Table,Condensed Consolidated Statement of Comprehensive Income,126.0,25262356.0,False,9.0,26463.8,False,,,False,9.0,26463.8
23,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_38,Table,EARNINGS PER SHARE,246.0,25262356.0,False,9.0,26463.8,False,,,False,9.0,26463.8
24,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_39,Table,CONSOLIDATED STATEMENTS OF COMPREHENSIVE INCOME,176.0,1201483.0,False,124.0,17647190.0,False,,,False,124.0,17647190.0
25,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_39,Table,Condensed Consolidated Statement of Comprehensive Income,126.0,1201483.0,False,124.0,17647190.0,False,,,False,124.0,17647190.0
26,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_39,Table,f. Non-controlling interests,239.0,1201483.0,False,124.0,17647190.0,False,,,False,124.0,17647190.0
27,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_PL_43,,,,,True,,,True,,,True,,
28,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_BS_2,Table,CONSOLIDATED BALANCE SHEETS,173.0,201558875.0,False,124.0,201558875.0,False,,,False,124.0,201558875.0
29,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_BS_2,Table,Condensed Consolidated Balance Sheet,124.0,201558875.0,True,124.0,201558875.0,False,,,True,124.0,201558875.0
30,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_BS_60,Table,CONSOLIDATED BALANCE SHEETS,174.0,312700659.0,False,,,False,,,False,,
31,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_BS_60,Table,Condensed Consolidated Balance Sheet,124.0,312700659.0,False,,,False,,,False,,
32,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_BS_61,Table,CONSOLIDATED BALANCE SHEETS,174.0,156298736.0,False,,,False,,,False,,
33,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_BS_61,Table,Condensed Consolidated Balance Sheet,124.0,156298736.0,False,,,False,,,False,,
34,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_BS_62,Table,CONSOLIDATED BALANCE SHEETS,174.0,43263469.0,False,,,False,,,False,,
35,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_BS_62,Table,Changes in liabilities arising from financing activities,255.0,43263469.0,False,,,False,,,False,,
36,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_BS_87,Table,CONSOLIDATED BALANCE SHEETS,174.0,10779034.0,False,,,False,,,False,,
37,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_BS_87,Table,1) Bank loans,228.0,10779034.0,False,,,False,,,False,,
38,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_BS_92,Table,CONSOLIDATED BALANCE SHEETS,174.0,127119295.0,False,,,False,,,False,,
39,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_BS_104,Table,CONSOLIDATED BALANCE SHEETS,174.0,220670544.0,False,9.0,220670.5,False,,,False,9.0,220670.5
40,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_BS_104,Table,Condensed Consolidated Balance Sheet,124.0,220670544.0,False,9.0,220670.5,False,,,False,9.0,220670.5
41,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_BS_104,Table,CONSOLIDATED STATEMENTS OF CHANGES IN EQUITY,178.0,220670544.0,False,9.0,220670.5,False,,,False,9.0,220670.5
42,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_BS_115,,,,,True,,,True,,,True,,
43,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_BS_117,,,,,True,,,True,,,True,,
44,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_BS_4,,,,,True,,,True,,,True,,
45,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_BS_5,Table,CONSOLIDATED BALANCE SHEETS,173.0,79481359.0,False,,,False,,,False,,
46,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_BS_5,Table,"11. TRADE RECEIVABLES, NET",215.0,79481359.0,False,,,False,,,False,,
47,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_BS_6,,,,,True,,,True,,,True,,
48,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2018,E_BS_7,Table,CONSOLIDATED BALANCE SHEETS,173.0,1283180.0,False,255.0,-5791.0,False,,,False,255.0,-5791.0
49,8490143420106270122,8490143420106270122,AR,"ASE TECHNOLOGY HOLDING CO., LTD. AR 2018.json",2017,E_PL_1,Table,CONSOLIDATED STATEMENTS OF COMPREHENSIVE INCOME,175.0,290441208.0,False,9.0,290441.2,False,,,False,9.0,290441.2
